id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
4058801310.0,,2,2.0,1.0,930,6900.0,1.0,0,2.0,3,7,930.0,0.0,1952,0.0,98178,47.50289101793844,-119.55915212497136,1910.0,7194
6705850020.0,20150401T000000,4,4.0,2.5,3030,8335.0,2.0,0,0.0,3,10,3030.0,0.0,1992,0.0,98075,48.109255339764964,-115.04368521459067,2850.0,8678
1623800440.0,20150417T000000,3,3.0,2.0,1460,3000.0,1.0,0,0.0,4,7,940.0,520.0,1990,0.0,98117,47.69564335112916,-119.6665524819461,1460.0,3000
3904902500.0,20141219T000000,4,4.0,2.5,2940,14071.0,2.0,0,0.0,3,9,2940.0,0.0,1986,0.0,98029,47.61467930179833,-116.48887237137755,2670.0,10982
7308600050.0,20140909T000000,4,5.0,,3360,9200.0,2.0,0,0.0,3,9,3360.0,0.0,2014,0.0,98011,47.77446566893171,-119.55009036278102,3360.0,9713
5679501310.0,20141030T000000,3,3.0,1.75,2110,4800.0,1.0,0,0.0,3,8,1210.0,900.0,1956,0.0,98108,47.308828865601214,-118.74526943348067,1660.0,4800
3935900005.0,,5,4.0,2.25,2740,,1.0,0,2.0,5,10,1980.0,760.0,1953,0.0,98125,48.118096540768185,-116.98305020969528,2790.0,10027
3726800285.0,20141001T000000,2,2.0,1.0,1070,2196.0,1.0,0,0.0,4,7,880.0,190.0,1917,0.0,98144,47.6370195699367,-118.07712660450879,1160.0,3600
1183000005.0,20150408T000000,3,3.0,2.0,1680,4886.0,2.0,0,0.0,3,7,1180.0,500.0,1940,0.0,98118,47.61437691297446,-117.16273517239625,1400.0,4900
5469502780.0,20140812T000000,2,4.0,2.5,2260,13755.0,1.0,0,0.0,4,9,2260.0,0.0,1975,0.0,98042,47.536734190398654,-117.95789735318561,2650.0,13650
,20140728T000000,5,4.0,3.5,5860,7200.0,2.0,0,0.0,5,10,3690.0,2170.0,1907,0.0,98112,47.98757482030054,-119.07751616299548,4150.0,7200
629600130.0,20140801T000000,3,4.0,2.25,2380,35008.0,1.0,0,0.0,3,8,2380.0,0.0,1977,0.0,98075,47.71666881453184,-116.37895512642186,2250.0,34794
,20150514T000000,5,5.0,3.0,3320,5354.0,2.0,0,0.0,3,9,3320.0,0.0,2004,0.0,98103,47.32974009483919,-118.55269346315706,2330.0,4040
2191600780.0,20141010T000000,1,2.0,1.0,1050,9000.0,1.5,0,0.0,4,7,1050.0,0.0,1984,0.0,98003,47.226631450405755,-118.00571527830967,1550.0,9600
7852180430.0,20150409T000000,3,4.0,2.5,2070,3982.0,2.0,0,0.0,3,7,2070.0,0.0,2004,0.0,98065,47.66761665246427,-116.3087825763502,2340.0,4067
8155820080.0,20150415T000000,3,,2.25,1790,7311.0,2.0,0,0.0,3,7,1790.0,0.0,1992,0.0,98056,47.82623187626105,-117.74979591587771,1400.0,7203
5248800440.0,20150217T000000,2,2.0,1.0,840,4000.0,1.0,0,0.0,3,6,840.0,0.0,1942,0.0,98108,47.40955366711149,-119.1902437890482,1100.0,4000
9818700430.0,20141001T000000,3,3.0,1.5,990,4500.0,1.0,0,0.0,5,7,990.0,0.0,1948,0.0,98122,47.8894729110058,-118.70586577670166,1490.0,4000
425079099.0,20140507T000000,3,3.0,3.0,4120,60392.0,2.0,0,2.0,3,9,3180.0,940.0,1994,0.0,98014,47.510850964791224,-115.74059436399614,2770.0,64033
5127000670.0,20150318T000000,2,3.0,1.75,1620,9600.0,1.0,0,0.0,4,7,1620.0,0.0,1966,0.0,98059,47.27434671325344,-119.89658084505663,1660.0,10200
6341000221.0,20150423T000000,2,4.0,2.0,1340,8190.0,1.0,0,0.0,4,7,1340.0,0.0,1942,0.0,98146,47.540955438114615,-118.04589345653162,1410.0,9721
7231501665.0,20150403T000000,2,4.0,1.0,1500,,1.5,0,0.0,3,6,1500.0,0.0,1925,0.0,98055,47.321818141333814,-118.93000459738009,,5750
5014000225.0,20141222T000000,2,2.0,1.0,1300,6731.0,1.0,0,0.0,3,7,1300.0,0.0,1950,0.0,98116,47.280468280868035,-119.17417076790244,1240.0,6731
,20140819T000000,4,4.0,2.75,3100,10245.0,2.0,0,,3,10,3100.0,0.0,1999,0.0,98052,47.75712428709654,-119.32212204043539,3140.0,9028
1558500050.0,20141113T000000,3,3.0,2.5,3380,7074.0,2.0,0,0.0,3,8,2200.0,1180.0,1999,0.0,98019,47.70472947273649,-118.98073413794197,,6548
8899000050.0,20150325T000000,2,,2.5,2660,9030.0,1.0,0,0.0,4,7,1450.0,1210.0,1977,0.0,98055,47.47559013803231,-118.45345603749685,1870.0,9030
2877102846.0,20140625T000000,3,3.0,2.25,1700,3333.0,1.5,0,0.0,3,7,1100.0,600.0,1924,0.0,98117,47.393216556087026,-119.48026236420286,1700.0,3750
7280300080.0,20150202T000000,3,4.0,2.5,1840,7800.0,1.0,0,2.0,3,8,1240.0,600.0,1972,0.0,98177,47.51979472299535,,,9100
3624039073.0,20150319T000000,2,2.0,1.0,890,5200.0,1.0,0,0.0,4,6,890.0,0.0,1941,0.0,98126,47.64079310295325,-117.6964664869155,950.0,5200
3271300345.0,20150323T000000,5,3.0,3.0,2800,5800.0,1.0,0,0.0,3,9,1580.0,1220.0,1953,2010.0,98199,47.88007874327894,-117.72988616822839,2580.0,5800
6190701483.0,20140514T000000,2,4.0,1.75,2010,8625.0,1.0,0,0.0,4,7,1340.0,670.0,1957,0.0,98133,47.81864541666058,-118.39089912492359,1500.0,8400
,20140729T000000,2,3.0,1.0,1380,7470.0,1.0,0,0.0,5,7,1380.0,0.0,1965,0.0,98133,48.08268399725367,-119.3537946939109,1440.0,7473
7686202275.0,20141209T000000,1,3.0,1.0,1210,8000.0,1.0,0,0.0,3,6,,0.0,1954,0.0,98198,47.63139169842868,-118.82972530745145,1430.0,8000
5113260170.0,20150113T000000,1,3.0,2.0,1280,6994.0,1.0,0,0.0,3,7,1280.0,0.0,1991,0.0,98038,47.195938045616366,-118.99651598618722,1290.0,7514
2421059090.0,20150511T000000,4,4.0,2.5,4090,215186.0,2.0,0,0.0,4,8,3670.0,420.0,1979,0.0,98092,47.05603044284971,-119.16610837460122,2430.0,142005
2770601734.0,20140630T000000,3,3.0,1.0,1580,6300.0,1.0,0,0.0,3,7,1180.0,400.0,1925,0.0,98199,47.72748523145173,-117.26275921808863,1560.0,1601
4222310290.0,,2,4.0,2.0,1910,7826.0,1.0,0,0.0,4,7,1140.0,770.0,1973,0.0,98003,47.568100649027635,-117.53691062986931,1540.0,7826
5016001060.0,20140530T000000,4,2.0,2.5,1740,2500.0,2.0,0,2.0,3,8,1210.0,530.0,1994,0.0,98112,47.407025598254414,-117.97526815269205,1640.0,2500
5445300050.0,20150408T000000,4,3.0,2.25,1130,4445.0,1.5,0,0.0,4,8,1130.0,0.0,1930,0.0,98117,47.48548580430752,-117.51073102164834,1330.0,4445
7370600020.0,20141007T000000,4,3.0,1.75,1970,8540.0,1.0,0,3.0,4,8,1130.0,840.0,1950,0.0,98177,47.663741772072925,-120.44001391932805,2280.0,8540
5127000470.0,20150305T000000,2,3.0,2.25,1780,9720.0,1.0,0,0.0,3,8,1280.0,500.0,1981,0.0,98059,47.013034539238866,-120.25158766890512,1710.0,9790
1330250010.0,20140604T000000,2,3.0,2.0,1670,7757.0,1.0,0,0.0,3,8,1670.0,0.0,1992,0.0,98030,47.47399429664071,-117.9824123828533,2290.0,7859
1898600050.0,20140722T000000,2,4.0,1.5,1360,9323.0,1.0,0,0.0,4,7,1360.0,0.0,1968,0.0,98023,47.534984587687205,-117.97755839365635,1180.0,9611
9561100010.0,20141104T000000,3,3.0,2.5,1840,6985.0,1.0,0,0.0,3,7,1290.0,550.0,1971,0.0,98133,48.09341617231898,,2160.0,7990
9524100050.0,20141222T000000,2,3.0,1.75,1255,1113.0,3.0,0,0.0,3,8,1255.0,0.0,2010,0.0,98103,47.60020552348052,-117.90388894751945,1010.0,1038
2212200500.0,20140623T000000,2,3.0,1.75,1840,7412.0,1.0,0,0.0,4,7,1240.0,600.0,1976,0.0,98031,47.24973828997129,-118.58605195690247,1980.0,7350
5416500680.0,20140630T000000,3,4.0,2.5,2960,6031.0,2.0,0,0.0,3,9,2960.0,0.0,2005,0.0,98038,47.594296313966964,-118.39860743789426,2570.0,5012
6412600005.0,20141003T000000,3,4.0,1.5,1430,7232.0,1.5,0,0.0,3,7,1430.0,0.0,1948,0.0,98125,47.48349971487625,-118.76848046118239,1540.0,7232
,20140619T000000,5,5.0,4.75,5990,10450.0,2.0,1,4.0,3,11,,1940.0,2002,0.0,98027,47.846437407359154,-117.8091179493868,3330.0,14810
2195700050.0,20140519T000000,4,4.0,2.5,3480,59242.0,2.0,0,0.0,3,11,3480.0,0.0,1988,0.0,98072,47.78720212684979,-118.4324336226847,2930.0,39400
1437580480.0,20140918T000000,5,,3.25,4260,7861.0,2.0,0,0.0,3,10,4260.0,0.0,2005,0.0,98074,47.56270700189819,-118.8345517223516,4020.0,7528
2796100680.0,20150225T000000,2,5.0,2.25,1820,10500.0,1.0,0,0.0,4,7,1080.0,740.0,1979,0.0,98031,47.41576048367059,-118.95880382696038,1820.0,7500
7203102140.0,20150429T000000,2,2.0,1.0,1290,2482.0,2.0,0,0.0,3,7,1290.0,0.0,2008,0.0,98053,47.525282832713614,-119.7130774660439,1290.0,2482
40000235.0,20150414T000000,3,5.0,2.5,2130,8428.0,2.0,0,0.0,3,7,2130.0,0.0,2013,0.0,98168,47.47844891795291,-118.30917971953583,1500.0,11810
2946000285.0,20150302T000000,1,3.0,2.0,1170,10051.0,1.0,0,0.0,4,7,1170.0,0.0,1957,0.0,98198,47.302320131995,-117.04535021830073,1440.0,9800
6848200221.0,20140902T000000,4,3.0,3.5,1730,1349.0,3.0,0,0.0,3,9,1350.0,380.0,2009,0.0,98102,47.51414126597833,-117.93914418614482,1830.0,3300
952004725.0,20141106T000000,2,2.0,1.0,880,5750.0,1.0,0,0.0,3,6,880.0,0.0,1939,0.0,98126,47.8174302868421,-118.15065912879449,1190.0,5750
7852110050.0,20140625T000000,3,3.0,2.5,2380,6832.0,2.0,0,0.0,3,8,2380.0,0.0,2002,0.0,98065,47.3275577475634,-116.64977292966476,2580.0,6832
5536100010.0,20150204T000000,5,4.0,1.0,1330,,1.0,0,0.0,3,6,1330.0,0.0,1952,0.0,98004,47.4475656360591,-117.42565335314777,2920.0,10353
5703000050.0,20140508T000000,3,3.0,2.25,1780,191228.0,2.0,0,2.0,3,8,1780.0,0.0,1988,0.0,98045,47.37154037912728,-119.6238590081912,2440.0,87120
6071800480.0,20150327T000000,2,3.0,1.5,1220,8400.0,1.0,0,0.0,4,7,1220.0,0.0,1962,0.0,98006,47.64866980187648,-116.74181990950893,2110.0,9119
1954600050.0,20140716T000000,4,5.0,1.75,2490,24969.0,1.0,0,2.0,4,8,,950.0,1959,0.0,98023,47.61505209925074,-119.90137062406741,2790.0,15600
3819800280.0,20140819T000000,3,2.0,1.0,1180,10800.0,1.0,0,0.0,3,7,1180.0,0.0,1984,0.0,98011,47.663913143059524,-117.96215313405403,1600.0,10800
7300400170.0,20140910T000000,2,4.0,2.5,2310,6200.0,2.0,0,0.0,3,8,2310.0,0.0,1998,0.0,98092,47.170427453312136,-119.03253535095183,2480.0,6200
9834201100.0,20141222T000000,2,4.0,2.0,1440,4855.0,2.0,0,0.0,4,7,,0.0,1972,0.0,98144,47.776324332993575,-119.16817300055146,1300.0,4080
8850000509.0,20140923T000000,3,2.0,1.5,1620,1444.0,2.0,0,0.0,3,9,1080.0,540.0,2007,0.0,98144,47.42148311503057,-117.49685094720283,1660.0,1642
4123840470.0,20150224T000000,3,3.0,2.5,2620,8403.0,2.0,0,0.0,3,8,2620.0,0.0,1991,0.0,98038,47.32653511324967,-117.81068811722929,2190.0,7842
1150900080.0,20150427T000000,4,4.0,2.5,3710,7491.0,2.0,0,0.0,3,9,3710.0,0.0,2003,0.0,98029,47.804432096390606,-117.04102046293596,3040.0,7491
514500235.0,20141020T000000,3,3.0,,1040,10323.0,1.0,0,0.0,4,7,1040.0,0.0,1958,0.0,98005,47.17544363622787,-117.96434383391174,1580.0,7200
1522059120.0,20140709T000000,3,5.0,3.25,3320,11340.0,2.0,0,0.0,4,8,2480.0,840.0,1999,0.0,98042,46.95668208595261,-118.20773966738032,2330.0,8339
2895600680.0,20140707T000000,2,2.0,1.5,800,5192.0,1.0,0,0.0,5,7,800.0,0.0,1951,0.0,98146,47.85784729202836,-117.98058834278807,1190.0,5320
8087800480.0,20150331T000000,3,5.0,2.5,2040,9597.0,1.0,0,0.0,4,7,1240.0,800.0,1963,0.0,98052,48.05948676119006,-118.23254219304555,1800.0,8553
7931000066.0,20141224T000000,2,2.0,1.75,1960,30144.0,1.0,0,0.0,3,7,980.0,980.0,1957,0.0,98031,47.66987697490142,-117.14499123150522,1960.0,10140
5406500480.0,20140721T000000,4,,2.5,2670,4410.0,2.0,0,0.0,3,8,2670.0,0.0,1999,0.0,98075,47.90678643567659,-118.01154996140932,2670.0,4410
2540820010.0,20150427T000000,4,4.0,2.5,2930,8641.0,2.0,0,0.0,3,8,2930.0,0.0,2010,0.0,98034,47.852930363928174,-118.9403689679378,2120.0,11175
3300700470.0,20140514T000000,3,2.0,1.0,830,,1.0,0,0.0,3,6,830.0,0.0,1955,0.0,98117,47.874351492986364,-118.57215001812403,,4000
8823902005.0,20150326T000000,4,5.0,1.75,2290,4320.0,2.0,0,0.0,3,7,1980.0,310.0,1928,0.0,98105,47.62470998355705,-119.48466285641065,2870.0,4320
,20140924T000000,4,3.0,1.5,2510,3600.0,2.5,0,0.0,4,8,2510.0,0.0,1907,0.0,98112,47.49800852566272,-117.49195416391841,1740.0,1885
1432400095.0,20141106T000000,1,3.0,1.0,1280,7572.0,1.0,0,0.0,4,6,1280.0,0.0,1958,0.0,98058,47.66235041033087,-117.39433281712044,1170.0,7667
2483700095.0,20141106T000000,3,4.0,1.5,1810,6000.0,1.0,0,1.0,3,8,1350.0,460.0,1952,0.0,98136,47.15153923274614,-118.83497045131445,2020.0,6000
6600220380.0,20140531T000000,3,,2.75,2080,13189.0,2.0,0,0.0,3,8,2080.0,0.0,1987,0.0,98074,47.595002736623485,-117.74547233702219,2030.0,11847
3990200020.0,20140908T000000,2,4.0,1.75,1680,9244.0,2.0,0,0.0,3,8,1680.0,0.0,1991,0.0,98166,47.293265856668086,-119.95402159947568,1840.0,9387
112900020.0,20140701T000000,2,3.0,2.25,1660,5128.0,2.0,0,0.0,3,7,1660.0,0.0,2001,0.0,98019,47.95903421550039,-117.8616878121074,1680.0,4652
8700110020.0,20140917T000000,2,,2.5,1650,5994.0,2.0,0,0.0,4,7,1650.0,0.0,1989,0.0,98030,47.528105653821065,-119.04256527478249,1930.0,6666
9831200221.0,20140710T000000,4,3.0,2.5,1420,1438.0,2.0,0,0.0,3,9,1280.0,140.0,2003,0.0,98102,47.629039640768326,-117.62940354551876,1490.0,1439
8078400010.0,20141118T000000,3,4.0,2.25,2240,8376.0,1.0,0,0.0,3,8,1740.0,500.0,1984,0.0,98074,47.94744870371629,-119.47221594722632,1890.0,7875
9550200225.0,20140711T000000,4,3.0,1.5,1230,3060.0,1.0,0,0.0,3,7,910.0,320.0,1927,0.0,98103,47.362651746572794,-117.93996786939266,1260.0,4488
2946001950.0,20150505T000000,1,,1.0,1260,6000.0,1.0,0,0.0,4,6,1260.0,0.0,1954,0.0,98198,47.109292935380864,-117.22086688164059,1520.0,6600
3905050280.0,20140819T000000,3,3.0,2.5,2060,4812.0,2.0,0,0.0,3,8,2060.0,0.0,1990,0.0,98029,47.90007354017058,-119.21325396903315,1930.0,5264
3026059341.0,20141211T000000,3,4.0,3.5,3090,10510.0,1.0,0,0.0,3,8,2190.0,900.0,1991,0.0,98034,47.54190878404121,-118.35145597152743,2200.0,7408
7292700005.0,20141014T000000,3,4.0,1.75,3220,7392.0,1.0,0,0.0,4,8,2010.0,1210.0,1959,0.0,98177,47.802551786700604,-118.2636171674579,1660.0,8363
8856970440.0,20150506T000000,2,3.0,2.5,2020,,2.0,0,0.0,3,7,2020.0,0.0,2001,0.0,98038,47.350940838810324,-117.22736771332227,1930.0,5134
7504001440.0,20140915T000000,3,2.0,1.75,1910,12142.0,1.0,0,0.0,3,9,1910.0,0.0,1976,0.0,98074,47.75829505222007,-118.8874462657924,2580.0,12326
8068000305.0,20141104T000000,1,3.0,1.0,1150,10000.0,1.0,0,0.0,3,6,1000.0,150.0,1951,0.0,98178,47.081843309239396,-119.44077483196884,1340.0,10000
1681400010.0,20140519T000000,4,4.0,2.75,2730,3560.0,1.5,0,0.0,3,8,,1180.0,1921,2007.0,98115,47.959909613688964,-118.62458748201608,1860.0,3560
6850700670.0,20140513T000000,4,,3.0,2890,2370.0,2.5,0,0.0,3,7,2290.0,600.0,1906,0.0,98102,47.55501960266875,-118.7603652114698,2180.0,2460
1546600020.0,20150114T000000,4,3.0,2.5,2280,12746.0,1.0,0,0.0,4,8,1490.0,790.0,1973,0.0,98005,47.395577044012704,-118.59571654758733,2100.0,12746
8071000050.0,20141113T000000,2,2.0,1.0,1040,5700.0,1.0,0,0.0,3,6,1040.0,0.0,1922,0.0,98118,47.2609982999433,-118.68080825318552,1380.0,5700
1036000280.0,20150217T000000,4,4.0,1.75,2440,7475.0,1.0,0,0.0,4,9,2040.0,400.0,1969,0.0,98052,47.72018015763819,-118.19360640816937,2040.0,8480
5422560380.0,20141222T000000,3,3.0,2.5,1720,5940.0,1.0,0,0.0,4,8,1000.0,720.0,1977,0.0,98052,47.56706631912049,-117.0248669447167,1720.0,6136
,20140714T000000,5,3.0,2.5,3430,28718.0,1.5,0,0.0,3,10,3430.0,0.0,1984,0.0,98033,47.58588099966,-116.79464708395085,3440.0,35021
5416500840.0,20140627T000000,2,4.0,2.5,2570,4865.0,2.0,0,0.0,3,8,2570.0,0.0,2005,0.0,98038,47.57777170887816,-118.12226400079497,2570.0,4933
3523069008.0,20150505T000000,4,4.0,3.25,4360,210254.0,1.0,0,0.0,3,10,2320.0,2040.0,2000,0.0,98038,47.535934148532924,-119.11625234400151,2410.0,87120
8001210170.0,20140822T000000,2,4.0,2.75,2060,7350.0,1.0,0,0.0,3,7,1210.0,850.0,1978,0.0,98001,47.14114698367037,-118.2691738347863,1940.0,7420
,20140610T000000,3,,2.5,3020,8302.0,2.0,0,0.0,4,10,3020.0,0.0,1994,0.0,98042,47.50724232998509,-117.30971743441566,3020.0,8406
9826701665.0,20140725T000000,3,3.0,2.5,2340,4200.0,1.5,0,0.0,3,7,1540.0,800.0,1906,0.0,98122,47.19923422916634,-118.41447602161996,1590.0,4200
2253200010.0,20150507T000000,3,5.0,2.0,2400,9537.0,1.0,0,0.0,5,7,1210.0,1190.0,1959,0.0,98056,47.55476687493019,-117.73208375028835,1760.0,9533
1941400080.0,20141020T000000,2,3.0,2.25,1610,11920.0,1.0,0,0.0,4,7,1110.0,500.0,1968,0.0,98032,47.65809250418049,-118.91931362982868,,11839
3317010130.0,20150317T000000,1,3.0,1.75,1090,7647.0,1.0,0,0.0,3,7,1090.0,0.0,1994,0.0,98003,47.04086031316941,-118.76270782872032,1660.0,9219
1721059230.0,20150304T000000,2,,1.75,1470,13068.0,1.0,0,0.0,4,7,1470.0,0.0,1975,0.0,98092,47.53653898025745,-119.53746246397164,2090.0,16988
9328500630.0,20150302T000000,3,3.0,2.25,1670,6240.0,1.0,0,0.0,4,8,1240.0,430.0,1974,0.0,98008,47.68533125128188,-119.25681592089484,1910.0,7000
6301800020.0,20140506T000000,3,3.0,2.5,1850,10109.0,2.0,0,0.0,3,8,1850.0,0.0,1991,0.0,98034,47.84591507245359,-117.99831992330328,1780.0,9660
7855000460.0,20141007T000000,5,3.0,2.75,3940,9671.0,1.0,0,4.0,5,9,2140.0,1800.0,1967,0.0,98006,47.47776224267891,-117.18055008269636,3390.0,9360
9320350020.0,20140630T000000,3,4.0,3.0,2330,3497.0,2.0,0,0.0,3,9,1920.0,410.0,2003,0.0,98108,47.611041238742075,-118.09116282614285,2330.0,5242
7849201061.0,20150408T000000,2,4.0,2.5,2020,7200.0,1.5,0,0.0,4,6,2020.0,0.0,1954,0.0,98065,47.58450156932551,-117.86490252477664,1440.0,7200
3885805640.0,20140704T000000,4,3.0,1.5,1300,7200.0,1.0,0,0.0,5,7,1300.0,0.0,1960,0.0,98033,47.969180453657664,-119.19433130547118,2280.0,7200
8960200630.0,20150220T000000,1,3.0,1.0,1180,6947.0,1.0,0,0.0,4,7,1180.0,0.0,1968,0.0,98031,47.645819550260235,-116.78528753041444,1760.0,8657
1736800920.0,20150421T000000,3,3.0,1.75,1320,7840.0,1.0,0,0.0,3,8,1320.0,0.0,1966,0.0,98007,47.1856647716038,-118.35599588985318,,7644
6152900402.0,20140619T000000,3,6.0,2.75,2520,9324.0,1.0,0,0.0,4,7,1320.0,1200.0,1962,0.0,98155,47.635215567855745,-118.81187384461211,1820.0,11000
9822700255.0,20140505T000000,4,3.0,2.5,1680,2000.0,3.0,0,0.0,3,9,,,1909,1998.0,98105,47.82362715059064,-118.44589713099904,1950.0,5000
1423069102.0,20150331T000000,3,3.0,2.5,2000,35438.0,2.0,0,0.0,3,7,2000.0,0.0,1968,2005.0,98027,47.638741117867525,-118.71752009642366,2000.0,51836
5279100675.0,20141028T000000,2,2.0,1.0,1180,4900.0,1.0,0,0.0,5,6,1180.0,0.0,1954,0.0,98027,47.59066156220265,-118.18746108701194,1650.0,7121
2524049056.0,20140714T000000,5,3.0,3.25,3330,15093.0,2.5,0,0.0,3,9,3330.0,0.0,1988,0.0,98040,47.6187205523209,-118.19455908510666,4340.0,20031
4232400470.0,20140527T000000,4,2.0,2.0,1880,5400.0,1.5,0,0.0,3,8,1880.0,0.0,1902,0.0,98112,47.832137874561504,-120.0144024207415,1590.0,5400
8562740440.0,20140909T000000,4,4.0,2.5,2990,5280.0,2.0,0,0.0,3,9,2210.0,780.0,2003,0.0,98027,47.34592986889775,-115.37278837605122,2990.0,6299
8114000020.0,20150128T000000,2,3.0,1.75,1510,12408.0,1.0,0,0.0,4,7,1510.0,0.0,1969,0.0,98059,47.04242227323714,-116.32377288939223,1480.0,17800
6600780130.0,20140502T000000,2,4.0,3.0,3110,7231.0,2.0,0,,3,8,3110.0,0.0,1997,0.0,98092,47.3379798721381,-119.92154132292491,2820.0,7311
5100403947.0,20140804T000000,3,4.0,2.5,2150,5000.0,2.0,0,0.0,3,8,2150.0,0.0,2001,0.0,98115,47.493402234840495,-118.27585637313065,2030.0,6380
1189000825.0,20140702T000000,3,3.0,2.25,1900,3960.0,1.5,0,0.0,3,8,1200.0,700.0,1905,0.0,98122,47.67290094201843,-118.07118203749249,1310.0,3960
3066400080.0,20140602T000000,4,,2.5,2720,10000.0,2.0,0,0.0,3,10,2720.0,0.0,1987,0.0,98074,48.00629459656294,-117.75208464575422,2720.0,10020
2214800630.0,20141105T000000,1,3.0,2.25,1560,8280.0,2.0,0,0.0,4,7,1560.0,0.0,1979,0.0,98001,47.400704099330376,-118.23435999266054,1920.0,8120
,20140813T000000,3,4.0,2.5,1990,30083.0,2.0,0,0.0,3,8,1990.0,0.0,1998,0.0,98155,47.865273691297375,-117.8434536449112,2220.0,11627
9547205260.0,20140815T000000,4,3.0,1.75,1740,3060.0,1.0,0,0.0,5,8,950.0,790.0,1930,2014.0,98115,47.55638839324117,-117.61343493077165,1800.0,3960
9320600020.0,20150130T000000,2,4.0,2.0,2130,8400.0,1.0,0,0.0,3,7,1350.0,780.0,1962,0.0,98031,47.51813295214861,-119.76387246655891,1550.0,8596
2807100095.0,20140908T000000,3,4.0,1.75,1510,9176.0,1.0,0,0.0,5,7,1510.0,0.0,1957,0.0,98133,47.93022451433952,-117.48241199708028,1480.0,9176
8067000020.0,20140611T000000,2,5.0,3.5,2100,5107.0,2.0,0,0.0,3,7,1410.0,690.0,1999,0.0,98178,47.5018129788987,-117.63731189067605,1410.0,5650
8731980440.0,20141016T000000,2,5.0,2.5,2344,8000.0,1.0,0,0.0,4,8,1560.0,784.0,1976,0.0,98023,47.168115550143874,-119.14819241453624,2344.0,8000
5112800233.0,20140909T000000,2,3.0,1.5,1970,22486.0,1.0,0,0.0,4,6,1970.0,0.0,1968,0.0,98058,47.59472675594944,-119.58915332640508,1850.0,20160
6141600179.0,20141112T000000,3,3.0,2.25,1470,9140.0,2.0,0,2.0,3,7,,0.0,1982,0.0,98133,47.44861637118279,-117.02840192088232,1400.0,8204
8122100595.0,20140627T000000,1,2.0,1.0,940,5040.0,1.0,0,0.0,3,7,940.0,0.0,1926,0.0,98126,47.50419677901042,-117.89968750851288,940.0,5040
5467910190.0,20140527T000000,2,3.0,1.75,1780,13095.0,1.0,0,0.0,4,9,1780.0,0.0,1983,0.0,98042,47.04599282706028,-118.62592807355607,,13095
808300460.0,20140811T000000,3,4.0,2.5,2230,5743.0,2.0,0,0.0,3,7,2230.0,0.0,2002,0.0,98019,47.887412187850146,-118.35355145207923,2490.0,6300
7785350010.0,20150402T000000,5,3.0,2.5,3570,,1.0,0,0.0,4,8,2400.0,1170.0,1981,0.0,98177,47.975300961239085,-118.4439901403364,3140.0,14375
2133020020.0,20150116T000000,3,3.0,2.5,1920,15260.0,2.0,0,0.0,3,7,1920.0,0.0,1990,0.0,98019,47.64548923023305,-115.84157433225187,2370.0,15235
2588800006.0,20141021T000000,1,3.0,,1290,8366.0,1.0,0,0.0,3,7,1020.0,270.0,1957,0.0,98168,47.45157044764404,-117.60496829819755,1770.0,8400
5169700022.0,20140915T000000,2,3.0,1.75,1880,16262.0,1.0,0,0.0,5,7,1880.0,0.0,1980,0.0,98059,47.353555173751644,-118.82501479186719,1900.0,7972
5416500660.0,20150430T000000,3,4.0,2.5,2960,4640.0,2.0,0,0.0,3,9,,0.0,2005,0.0,98038,47.52221849083097,-118.00846063071427,2750.0,4623
6117502745.0,20150224T000000,3,2.0,1.75,1840,14874.0,1.0,0,2.0,3,8,1300.0,540.0,1952,0.0,98166,47.73693915713584,-116.42312684212176,2920.0,15084
2624049169.0,20141211T000000,3,3.0,1.5,1890,6183.0,1.0,0,0.0,3,7,,800.0,1967,0.0,98118,47.58041392210847,-117.52714556621997,1750.0,6183
1426300842.0,20150428T000000,3,3.0,2.25,1820,6000.0,1.0,0,0.0,4,7,1120.0,700.0,1964,0.0,98108,47.69997262938231,-117.31318579156328,1970.0,6232
824059321.0,20140602T000000,5,4.0,3.5,4370,8510.0,2.0,0,1.0,3,10,3610.0,760.0,2003,0.0,98004,47.7064571891128,-119.47170416777823,2960.0,10347
126049217.0,20140604T000000,3,3.0,1.75,1530,10731.0,1.0,0,0.0,3,7,1530.0,0.0,1986,0.0,98028,47.82288238813785,-118.99648116810884,2100.0,12593
2201500185.0,20140808T000000,3,3.0,1.0,1030,10480.0,1.0,0,0.0,4,7,1030.0,0.0,1954,0.0,98006,47.47157769062266,-118.52843377522032,1480.0,12200
1972205790.0,20141211T000000,4,3.0,2.5,2000,1950.0,3.0,0,0.0,3,8,2000.0,0.0,2005,0.0,98109,47.80837062756382,-117.20161093537153,1560.0,1340
6843000080.0,20140709T000000,2,5.0,1.5,1730,9230.0,1.0,0,0.0,3,7,1010.0,720.0,1962,0.0,98058,47.71236865291491,-117.50058586534442,1730.0,9230
1442700250.0,20140716T000000,3,4.0,2.5,3620,16000.0,2.0,0,0.0,3,9,3620.0,0.0,1976,0.0,98038,47.28296952149429,-120.11579935795268,2590.0,16000
2607760680.0,20150416T000000,3,3.0,2.5,2040,9622.0,2.0,0,0.0,3,8,2040.0,0.0,1995,0.0,98045,47.287734762865945,,2390.0,9868
