date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15
2014-12-11,2,3.0,2.25,1260,1488,3.0,0,0.0,3,7,1260.0,0.0,2009,0.0,98133,47.43089110936575,-117.9506907517001,1190.0,1095
2015-01-16,3,3.0,2.0,1720,8145,2.0,0,0.0,5,7,1720.0,0.0,1949,0.0,98155,47.96477653961682,-117.91900799492659,1400.0,8138
2015-01-12,1,4.0,1.0,2140,4217,1.5,0,0.0,3,6,1320.0,820.0,1925,0.0,98118,47.831623443430175,-117.27705270647252,1720.0,5413
2014-07-18,4,4.0,1.5,1420,4923,1.5,0,0.0,4,8,1420.0,0.0,1928,0.0,98103,47.52529387171661,-118.23552902756417,1470.0,4923
2014-09-26,2,3.0,1.0,1320,9520,1.0,0,0.0,3,7,990.0,330.0,1953,0.0,98178,47.29872646336462,-118.12051251596316,1460.0,10610
2014-07-03,5,4.0,2.5,2980,16263,2.0,0,0.0,3,9,2980.0,0.0,1989,0.0,98006,47.72185806091981,-116.95530002883396,2730.0,10018
2014-05-02,2,2.0,2.0,1350,2560,1.0,0,0.0,3,8,1350.0,0.0,1976,0.0,98052,47.65590653229375,-119.03640925224288,1790.0,2560
2014-06-12,4,5.0,3.5,3690,11928,2.0,0,0.0,3,9,2540.0,1150.0,2006,0.0,98074,47.66425714481212,-119.4742547020508,2640.0,11928
2014-07-22,2,3.0,1.0,1320,11457,1.0,0,0.0,3,8,1320.0,0.0,1959,0.0,98028,47.85061820712653,-118.82490325883946,1900.0,9800
2014-11-07,1,3.0,1.75,1510,8400,1.0,0,0.0,2,7,980.0,530.0,1979,0.0,98045,47.473999589067404,-118.66346258771284,1500.0,10125
2015-02-26,2,3.0,1.75,1510,8400,1.0,0,0.0,2,7,980.0,530.0,1979,0.0,98045,47.7465409685739,-116.3882754598265,1500.0,10125
2015-04-01,4,4.0,1.75,1870,10450,1.0,0,0.0,3,8,1620.0,250.0,1978,0.0,98005,47.89915808530323,-118.13606890997869,2060.0,10450
2014-09-16,2,6.0,3.0,2400,9373,2.0,0,0.0,3,7,2400.0,0.0,1991,0.0,98002,47.44303324223405,-117.81221809509668,2060.0,7316
2014-08-15,1,3.0,1.0,1170,8816,1.0,0,0.0,4,6,1170.0,0.0,1966,0.0,98023,47.45217688345135,-119.797146289054,1200.0,9108
2014-08-25,1,3.0,1.5,1190,8726,1.0,0,0.0,3,7,1190.0,0.0,1956,0.0,98146,46.972407799689805,-117.10899707006244,1390.0,8741
2014-06-10,4,3.0,2.0,2080,3880,1.0,0,0.0,5,7,1160.0,920.0,1954,0.0,98117,47.189710249336386,-120.14024802305056,1330.0,3880
2015-02-25,3,3.0,1.75,1580,7344,1.0,0,0.0,5,7,1580.0,0.0,1911,0.0,98126,47.5538764059233,-118.1443055278194,1580.0,6207
2014-06-13,2,3.0,1.75,1840,8601,1.0,0,0.0,3,7,920.0,920.0,1905,2014.0,98118,47.119858820609906,-117.59726824100821,1390.0,7452
2014-05-08,4,4.0,2.5,2660,5500,2.0,0,2.0,3,9,2660.0,0.0,2003,0.0,98029,47.7929254667674,-117.22154824828895,3620.0,5500
2015-03-13,3,3.0,1.75,1780,37801,1.0,0,0.0,3,7,1300.0,480.0,1977,0.0,98075,47.4411483505087,-116.65399586365723,2380.0,47480
2014-05-14,1,2.0,1.0,700,5200,1.0,0,0.0,5,6,700.0,0.0,1952,0.0,98056,47.82176229442575,-118.71210905202568,1030.0,5200
2014-08-27,2,4.0,2.0,1570,11200,1.0,0,0.0,3,7,1120.0,450.0,1959,0.0,98011,47.765395886704,-116.37095104369936,1570.0,11200
2015-04-07,3,3.0,1.75,1220,216332,1.0,0,0.0,3,7,1220.0,0.0,1981,0.0,98019,47.44536718908734,-118.04668232794559,1540.0,61419
2014-06-05,4,3.0,2.75,3150,219978,2.0,0,0.0,4,9,3000.0,150.0,1990,0.0,98024,47.244612433846534,-117.84284652305777,3180.0,218235
2014-06-25,4,4.0,2.5,2690,4736,2.0,0,0.0,3,7,2690.0,0.0,2001,0.0,98053,47.487087412507,-118.30975238914404,2690.0,4791
2014-09-16,1,2.0,1.0,680,6400,1.0,0,0.0,3,6,680.0,0.0,1943,0.0,98168,47.70276854595693,-117.96866126470171,1240.0,7800
2014-09-04,5,6.0,3.25,3750,14150,2.0,0,2.0,5,9,2750.0,1000.0,1936,1968.0,98117,47.34398030482765,-117.64000573605631,2140.0,7968
2015-04-30,1,3.0,1.0,1010,11675,1.0,0,0.0,3,7,1010.0,0.0,1957,0.0,98168,47.5951007327059,-119.15994818766158,1370.0,10042
2014-05-19,3,3.0,1.5,1710,4500,1.5,0,0.0,3,8,1410.0,300.0,1928,0.0,98118,47.31523884090321,-120.22946241125817,1860.0,6000
2014-06-22,3,4.0,2.5,2090,6023,2.0,0,0.0,3,8,2090.0,0.0,1990,0.0,98029,47.63380354397154,-118.43505110169195,2090.0,6023
2015-01-16,3,3.0,1.0,1560,4500,1.5,0,0.0,3,7,1560.0,0.0,1903,0.0,98122,47.63279191275648,-117.16353730880432,1660.0,4500
2014-12-12,2,4.0,2.5,2570,11473,2.0,0,0.0,3,8,2570.0,0.0,2008,0.0,98003,47.48238782109105,-119.42933835630414,2430.0,5997
2014-12-23,1,3.0,1.0,1010,7633,1.0,0,0.0,4,6,1010.0,0.0,1961,0.0,98198,47.43239443581689,-118.042621843019,1190.0,8386
2014-06-20,1,2.0,1.0,1020,5130,1.0,0,0.0,4,6,1020.0,0.0,1948,0.0,98002,47.38569769194312,-117.78524465834171,1200.0,6497
2014-08-01,3,5.0,2.5,1710,9720,2.0,0,0.0,4,8,1710.0,0.0,1974,0.0,98005,47.49222680938674,-118.33306027874931,2270.0,9672
2014-05-05,4,4.0,2.25,1990,7712,1.0,0,0.0,3,8,1210.0,780.0,1973,0.0,98027,47.56714425886923,-117.93872081653437,1720.0,7393
2014-11-12,3,4.0,2.0,2195,2681,1.0,0,0.0,3,7,1060.0,1135.0,1912,0.0,98103,47.84571496926338,-116.96537169081827,1710.0,1280
2014-09-23,3,2.0,2.0,1560,4675,1.0,0,0.0,3,8,1560.0,0.0,2006,0.0,98053,48.069828784938146,-115.90908561252728,1870.0,6361
2014-09-12,2,3.0,2.5,1400,4800,1.0,0,0.0,3,7,1200.0,200.0,1921,0.0,98117,47.55968811916502,-118.53627481820855,1440.0,3840
2014-05-05,4,4.0,3.0,3690,9892,2.0,0,0.0,3,10,3690.0,0.0,1998,0.0,98075,47.68963773447131,-119.35853447177685,3430.0,11294
2014-12-14,2,2.0,1.0,1140,8340,1.0,0,0.0,3,7,1140.0,0.0,1948,0.0,98155,47.7237982934571,-118.7633889788461,1030.0,8149
2014-09-19,3,4.0,2.25,1920,3225,1.5,0,0.0,5,7,1300.0,620.0,1923,0.0,98116,47.557095931151345,-119.81714137262813,1960.0,3750
2014-06-19,4,4.0,2.5,2496,8058,2.0,0,0.0,3,9,2496.0,0.0,1998,0.0,98052,47.53397337519488,-118.81569799125046,2496.0,7757
2014-09-16,3,3.0,2.25,2280,8500,1.0,0,0.0,4,7,1680.0,600.0,1977,0.0,98034,47.39098145145424,-118.96608232155052,1890.0,7700
2015-04-16,3,4.0,3.5,3200,6420,2.0,0,0.0,3,9,3200.0,0.0,2006,0.0,98038,47.54897770047778,-118.30010359240946,3200.0,6291
2014-09-18,3,2.0,1.0,880,4000,1.0,0,0.0,3,7,880.0,0.0,1940,0.0,98117,47.89328746391837,-118.70375859612801,1310.0,4000
2015-05-11,3,3.0,2.5,2450,3582,2.0,0,0.0,3,9,2450.0,0.0,2008,0.0,98072,47.738722480723546,-118.90842619989631,2490.0,5449
2015-03-27,1,3.0,1.0,1040,8970,1.0,0,0.0,4,6,1040.0,0.0,1961,0.0,98023,47.49442377348149,-118.63293647146408,1040.0,8450
2015-01-29,2,5.0,1.75,1830,16650,1.5,0,0.0,3,7,1610.0,220.0,1958,0.0,98155,47.77804438056219,-118.34264977237684,1790.0,12743
2015-03-03,3,3.0,2.5,1440,4473,2.0,0,0.0,3,7,1440.0,0.0,2003,0.0,98053,47.63867475515306,-118.16029944763444,1650.0,3322
2014-07-18,4,3.0,3.25,3230,5000,2.0,0,0.0,3,9,3230.0,0.0,2006,0.0,98029,47.359432984873294,-119.09093496176136,2670.0,3977
2014-05-23,1,4.0,2.5,1810,39639,1.0,0,0.0,3,7,1230.0,580.0,1970,0.0,98042,47.31540014645739,-117.6663762886408,1810.0,44866
2014-12-10,2,3.0,2.5,2495,4400,2.0,0,0.0,3,8,2495.0,0.0,2007,0.0,98001,47.25132175151629,-118.2479690810843,2434.0,4400
2015-01-12,2,4.0,1.5,1740,12728,1.0,0,0.0,4,7,1180.0,560.0,1964,0.0,98003,47.32509847323522,-119.24195199816582,1830.0,11125
2014-05-30,3,3.0,1.75,1680,3000,1.0,0,2.0,4,6,840.0,840.0,1900,0.0,98103,47.619798392047024,-118.68083508475873,1540.0,3700
2015-01-05,2,4.0,2.5,2460,10320,2.0,0,0.0,3,8,2460.0,0.0,1993,0.0,98092,47.598262485509885,-116.99255155873512,2210.0,9024
2015-04-09,4,3.0,2.5,3050,6000,1.0,0,3.0,3,8,1720.0,1330.0,1984,0.0,98177,47.949700791954854,-117.98564836673195,2340.0,7200
2014-12-12,2,3.0,2.25,1630,10969,2.0,0,0.0,3,7,1630.0,0.0,1991,0.0,98001,47.571653053988285,-119.02793831407095,1410.0,7920
2015-03-24,4,3.0,2.75,2460,6413,2.0,0,0.0,3,9,2460.0,0.0,2004,0.0,98028,48.037153801198365,-118.78027587558901,2440.0,6092
2014-07-21,1,3.0,1.0,1030,6600,1.0,0,0.0,3,7,1030.0,0.0,1954,0.0,98146,47.31606935199582,-117.86526871879049,1220.0,9040
2014-11-26,4,3.0,3.0,2330,10327,1.0,0,0.0,3,9,2330.0,0.0,1998,0.0,98034,47.685839265580476,-117.71932548424296,2200.0,4629
2014-12-05,2,4.0,2.5,2980,5674,2.0,0,0.0,3,8,2980.0,0.0,2003,0.0,98023,47.41929537458595,-118.6103665188232,2610.0,5495
2014-11-12,3,3.0,2.25,1790,11393,1.0,0,0.0,3,8,1790.0,0.0,1978,0.0,98052,48.02262338503574,-117.73505530804951,2290.0,11894
2015-04-03,5,4.0,2.25,2940,5735,1.0,0,0.0,3,9,1470.0,1470.0,1957,0.0,98112,47.66754942365965,-120.5032990728142,2230.0,5659
2015-02-11,5,4.0,3.0,3900,9750,1.0,0,4.0,5,10,2520.0,1380.0,1972,0.0,98006,47.354683695618455,-117.6520148990107,3410.0,9450
2014-09-26,3,3.0,2.5,1750,2150,2.5,0,0.0,3,7,1230.0,520.0,1900,2014.0,98122,47.37666316222632,-117.38521518681414,1410.0,3300
2015-04-06,4,5.0,2.5,2350,14197,1.0,0,0.0,4,8,1220.0,1130.0,1962,0.0,98004,47.84737872720989,-118.41272974755294,2470.0,11629
2014-05-13,2,4.0,2.25,2510,8165,1.0,0,0.0,4,7,1610.0,900.0,1972,0.0,98023,47.575705850719636,-118.06121928803869,1940.0,8250
2014-05-16,2,3.0,2.5,1480,15639,2.0,0,0.0,3,8,1480.0,0.0,1987,0.0,98045,47.244811888277226,-116.55700419652986,1480.0,16454
2014-06-20,3,3.0,2.25,1470,4653,2.0,0,0.0,4,7,1470.0,0.0,1985,0.0,98029,47.446988716740535,-118.14145602435521,1560.0,4119
2014-11-03,4,3.0,2.5,2820,5001,2.0,0,0.0,3,9,2820.0,0.0,2004,0.0,98029,47.018258792962925,-119.6748270903887,2660.0,5001
2014-08-13,1,4.0,2.25,2080,7526,1.0,0,0.0,4,7,1280.0,800.0,1985,0.0,98030,47.043006209512434,-116.83671444951544,1200.0,7500
2015-04-30,5,4.0,3.25,5180,49936,2.0,0,0.0,4,10,5180.0,0.0,1991,0.0,98053,47.455158043384245,-116.78435637683016,4240.0,35363
2014-07-08,3,3.0,2.5,2860,43821,2.0,0,0.0,4,9,2860.0,0.0,1990,0.0,98092,47.228507867753365,-116.41995723334685,2370.0,65340
2014-05-02,3,4.0,2.5,2710,35868,2.0,0,0.0,3,9,2710.0,0.0,1989,0.0,98038,47.206068761517926,-118.34977439579815,2780.0,36224
2015-05-05,4,2.0,1.0,1140,3990,1.0,0,0.0,3,7,1140.0,0.0,1924,0.0,98103,47.688588115856206,-118.16903575204589,1800.0,5700
2015-02-04,4,3.0,1.75,1710,5913,1.0,0,0.0,4,8,1120.0,590.0,1941,0.0,98199,47.461639766316395,-118.29986814859464,2920.0,5922
2015-03-30,2,4.0,2.75,2290,7000,2.0,0,0.0,3,8,2290.0,0.0,1977,0.0,98058,47.50799684772438,-118.47571167813936,2000.0,7200
2014-12-04,2,3.0,1.0,1080,4930,1.0,0,0.0,3,6,1080.0,0.0,1950,0.0,98126,47.59597886806746,-118.72443368684715,1100.0,5950
2015-04-22,3,3.0,1.0,960,5264,1.0,0,0.0,3,7,960.0,0.0,1953,0.0,98115,48.108858328097895,-115.41055082614365,1140.0,5150
2014-05-08,1,2.0,1.5,980,5000,2.0,0,0.0,3,7,980.0,0.0,1922,2003.0,98014,47.78542446819507,-116.72525996702923,1040.0,5000
2014-10-20,3,3.0,1.0,1500,3399,2.0,0,0.0,5,7,1300.0,200.0,1926,0.0,98103,47.32760824548829,-117.2912391677978,1360.0,3588
2014-05-27,3,3.0,1.75,1440,8775,1.0,0,0.0,3,7,1440.0,0.0,1973,0.0,98034,47.94204409756115,-117.02621199068487,1790.0,7865
2014-12-10,4,4.0,2.5,2580,7465,2.0,0,0.0,3,8,2580.0,0.0,1993,0.0,98074,47.94676442434406,-114.97764583629422,2350.0,7596
2014-10-28,2,5.0,2.5,2070,4698,2.0,0,0.0,3,7,2070.0,0.0,1999,0.0,98038,47.14384201991525,-118.59861383462432,2010.0,4698
2014-05-21,5,2.0,1.75,1890,9466,2.0,0,0.0,3,8,1890.0,0.0,1987,0.0,98004,47.17374948242304,-118.76632944198265,2180.0,12825
2014-08-21,2,3.0,2.0,1920,33630,1.0,0,0.0,3,8,1920.0,0.0,1992,0.0,98056,47.315519201381065,-116.39989374374805,2080.0,7505
2014-06-17,2,3.0,2.0,1870,5909,1.0,0,0.0,3,7,1270.0,600.0,1986,0.0,98030,47.59832249931511,-117.50983964187034,1870.0,7887
2015-04-15,2,2.0,1.0,900,7620,1.0,0,0.0,3,7,900.0,0.0,1971,0.0,98106,47.2420004133846,-118.65726095953372,1520.0,7620
2014-08-11,4,3.0,2.5,2160,9888,2.0,0,0.0,4,9,2160.0,0.0,1989,0.0,98052,47.262887900000784,-117.05143972945949,3060.0,7829
2014-06-25,3,2.0,1.0,900,2910,1.0,0,0.0,5,7,900.0,0.0,1924,0.0,98115,47.74561131880346,-118.45260534902336,1320.0,2910
2014-12-02,2,2.0,1.0,1180,9261,1.0,0,0.0,4,7,940.0,240.0,1957,0.0,98118,47.2297948698476,-116.52942564049843,1700.0,6325
2014-08-18,1,2.0,1.0,900,6400,1.0,0,0.0,5,6,900.0,0.0,1938,0.0,98022,47.29253866738987,-119.50737543387916,1320.0,6400
2014-09-15,3,3.0,2.0,1600,16530,1.0,0,0.0,5,7,1600.0,0.0,1967,0.0,98075,47.46934859443088,-119.10626599741148,1850.0,41006
2015-03-19,2,3.0,1.75,1500,8352,1.0,0,2.0,5,6,750.0,750.0,1943,0.0,98056,47.66887367574443,-117.92138126351378,1500.0,8447
2014-07-22,2,2.0,1.0,1070,189486,1.0,0,0.0,3,6,1070.0,0.0,1942,0.0,98077,47.64223459600975,-117.9138323533696,1970.0,60548
2014-07-09,3,4.0,2.5,2570,5250,2.0,0,0.0,3,8,2570.0,0.0,1990,0.0,98029,47.65750062587818,-116.58062977544478,2260.0,5392
2014-08-14,3,4.0,2.5,1850,7850,2.0,0,0.0,3,8,1850.0,0.0,1985,0.0,98052,47.71285013208581,-116.73169491232169,1830.0,8140
2014-06-24,3,3.0,2.5,1740,30886,2.0,0,0.0,3,8,1740.0,0.0,1992,0.0,98045,47.267209601686496,-118.00121024847813,1740.0,39133
2014-07-24,1,3.0,1.0,1300,14000,1.0,0,0.0,4,7,1300.0,0.0,1958,0.0,98198,47.42398477274149,-117.33613880482679,1390.0,8750
2015-03-10,3,3.0,2.5,2000,30605,2.0,0,0.0,4,8,2000.0,0.0,1989,0.0,98042,47.53672296233225,-119.45186944832405,1930.0,35350
2015-05-07,2,5.0,2.5,3220,5806,2.0,0,0.0,3,8,3220.0,0.0,2002,0.0,98042,47.489173256641855,-117.66178615546438,2760.0,5813
2014-06-19,3,4.0,2.25,2160,9593,1.0,0,0.0,3,8,2160.0,0.0,1969,0.0,98008,47.80599903682877,-117.27079386454884,2820.0,9628
2015-04-27,4,3.0,2.0,2130,4299,1.5,0,0.0,4,7,1680.0,450.0,1922,0.0,98144,47.19689819251949,-118.654392085602,2040.0,4548
2014-05-06,2,3.0,1.75,1580,8151,1.0,0,1.0,4,7,1100.0,480.0,1962,0.0,98198,47.43524643961829,-118.8741516344331,1650.0,8151
2014-11-13,1,3.0,1.0,1200,7500,1.0,0,0.0,3,6,1200.0,0.0,1905,1989.0,98178,47.681208751289155,-118.68354360588242,1010.0,7000
2014-06-30,5,3.0,3.0,3790,5001,2.0,0,0.0,3,10,2810.0,980.0,1989,0.0,98122,47.50331138753645,-118.49569957953979,2500.0,6286
2014-06-11,2,2.0,1.0,860,3874,1.0,0,0.0,4,6,860.0,0.0,1931,0.0,98055,47.73409884226204,-118.68252346757168,1400.0,5106
2014-10-03,5,5.0,4.5,5130,43123,2.0,0,0.0,3,11,5130.0,0.0,1996,0.0,98006,47.675726542727034,-115.99153913719978,4670.0,43560
2014-05-06,4,4.0,2.5,2110,13850,2.0,0,0.0,3,9,2110.0,0.0,1987,0.0,98027,47.765503548169896,-118.73245376180596,2520.0,10194
2015-02-21,3,3.0,2.0,1430,7125,1.0,0,0.0,4,7,1430.0,0.0,1984,0.0,98074,47.59970284391629,-118.72792906739679,1570.0,8075
2015-05-04,3,3.0,2.0,3040,41072,1.0,0,0.0,4,8,1520.0,1520.0,1978,0.0,98038,47.225928650381476,-116.92175845448428,2230.0,54014
2015-05-03,3,2.0,1.0,980,5000,1.0,0,0.0,4,7,980.0,0.0,1950,0.0,98155,47.45554159352878,-118.60800495847315,1600.0,5965
2014-10-05,1,3.0,1.0,1300,8284,1.0,0,0.0,3,7,1300.0,0.0,1968,0.0,98003,46.90319907947985,-120.01618789596176,1360.0,7848
2015-02-06,3,5.0,3.25,4020,40341,1.0,0,0.0,5,8,2170.0,1850.0,1970,0.0,98027,47.713543896217956,-117.03907773284334,2650.0,53437
2014-10-10,3,3.0,1.75,1580,3764,1.5,0,0.0,3,7,1280.0,300.0,1945,0.0,98107,47.92803966633127,-116.15078078931224,1560.0,3764
2014-07-06,3,3.0,1.75,1480,7700,1.0,0,0.0,3,8,1480.0,0.0,1975,0.0,98034,47.54747808304034,-118.48713848210356,1930.0,8560
2015-05-11,4,3.0,2.25,2220,10530,1.0,0,0.0,4,8,1700.0,520.0,1974,0.0,98052,47.60789673853037,-116.71084567804836,2500.0,10014
2015-04-10,2,3.0,1.5,1480,9086,1.0,0,0.0,3,7,1480.0,0.0,1962,0.0,98168,47.48062265997617,-117.87503932292884,1540.0,9750
2015-04-20,5,4.0,4.25,3770,13058,2.0,0,0.0,4,8,3770.0,0.0,1983,0.0,98028,47.626030097327174,-118.7861076736252,2200.0,12255
2014-08-21,4,4.0,3.0,3500,13444,2.0,0,0.0,3,10,2360.0,1140.0,1977,0.0,98040,47.128364044797365,-118.69870574450184,3140.0,12935
2014-07-17,4,3.0,1.75,1480,7475,1.5,0,0.0,3,8,1480.0,0.0,1943,0.0,98115,47.78519932943786,-119.10878799914042,2120.0,7216
2014-07-08,4,4.0,2.5,2850,37522,2.0,0,0.0,3,9,2850.0,0.0,1987,0.0,98075,47.78595119917622,-117.55662014508249,2980.0,35280
2015-04-10,2,3.0,2.5,2153,4400,2.0,0,0.0,3,8,2153.0,0.0,2007,0.0,98001,47.42949213749696,-117.70938426779284,2434.0,4400
2014-08-18,5,4.0,2.5,3780,10962,2.0,0,0.0,3,10,3780.0,0.0,1990,0.0,98033,47.10768519988397,-118.96164080367042,3310.0,11651
2014-07-23,4,4.0,4.0,3770,9750,1.0,0,0.0,4,9,1940.0,1830.0,1967,0.0,98177,47.773935157566996,-118.06776314677249,2260.0,9878
2014-09-10,4,3.0,2.75,2980,12600,1.5,0,0.0,3,8,1590.0,1390.0,1941,2012.0,98033,47.928274790942496,-118.03389575125824,1520.0,9660
2015-01-07,2,5.0,2.75,2980,13482,1.0,0,0.0,4,8,1730.0,1250.0,1975,0.0,98042,47.55296840382607,-116.71187106233151,2900.0,14800
2014-05-15,4,4.0,1.75,2930,11562,1.0,0,3.0,3,9,1670.0,1260.0,1947,0.0,98117,47.724513022757435,-119.04778092812887,2530.0,6517
2014-12-23,3,4.0,2.5,2660,65340,2.0,0,0.0,3,8,2660.0,0.0,1988,0.0,98027,47.8406058439888,-118.74405821349728,2850.0,74052
2015-03-09,3,3.0,2.25,2240,9542,1.0,0,1.0,3,7,1190.0,1050.0,1980,0.0,98198,47.44811969456992,-118.88269094455826,2080.0,9542
2014-12-05,2,4.0,1.75,1570,9670,1.0,0,0.0,3,7,1170.0,400.0,1959,0.0,98028,47.624100266190084,-117.22059153163059,2080.0,9100
2014-12-04,3,3.0,2.25,1750,12408,1.0,0,0.0,5,7,1150.0,600.0,1962,0.0,98155,47.883834145064796,-118.25696619175072,1820.0,12977
2014-06-03,3,4.0,2.5,3030,9687,2.0,0,0.0,3,8,2020.0,1010.0,1998,0.0,98045,47.27643141742778,-118.45504716394043,2050.0,10193
2015-03-05,5,6.0,4.5,5740,10312,2.0,0,2.0,3,11,3610.0,2130.0,2000,0.0,98006,47.446149876515065,-117.98018635460743,4350.0,11917
2014-10-10,2,3.0,1.0,1310,8370,1.5,0,0.0,3,7,1310.0,0.0,1962,0.0,98034,47.78728714890391,-118.087649975188,1310.0,8370
2015-03-18,4,4.0,2.5,2240,7350,2.0,0,0.0,3,9,2240.0,0.0,1989,0.0,98029,47.381195822956506,-118.31812542388822,2200.0,8017
2014-12-10,2,4.0,2.5,1850,6037,2.0,0,0.0,3,7,1850.0,0.0,1991,0.0,98030,47.17819884476501,-119.31002144692171,1860.0,6037
2015-02-25,3,3.0,1.75,1410,7700,1.0,0,0.0,4,7,1410.0,0.0,1967,0.0,98056,47.472846562216084,-118.4200354586672,1560.0,7700
2014-11-05,3,3.0,2.75,1890,2614,2.0,0,0.0,4,9,1890.0,0.0,1979,0.0,98008,47.69188476438022,-118.11322783820422,1800.0,2769
2014-06-25,3,2.0,0.75,1440,3700,1.0,0,0.0,3,7,1200.0,240.0,1914,0.0,98107,47.800028463402946,-116.21320164353882,1440.0,4300
2014-05-29,1,2.0,1.0,950,7560,1.0,0,0.0,3,6,950.0,0.0,1958,0.0,98058,47.225453392817535,-117.649050005479,1160.0,7560
2014-06-22,4,4.0,2.5,2370,10083,2.0,0,0.0,5,8,2370.0,0.0,1966,0.0,98033,47.566389494407474,-116.74150982715784,2370.0,10133
2014-12-09,4,4.0,2.5,3070,5762,2.0,0,0.0,3,10,3070.0,0.0,2000,0.0,98075,47.72797075698521,-117.53971454269428,3630.0,6500
2015-01-26,2,3.0,1.0,1300,12600,1.0,0,0.0,4,7,1300.0,0.0,1969,0.0,98072,47.944477841166496,-118.17902407115784,1480.0,13530
2014-05-06,2,4.0,2.0,1300,7054,1.0,0,0.0,3,7,1300.0,0.0,1950,2013.0,98146,47.39046025510931,-117.3127890262938,1560.0,7100
2014-06-10,2,4.0,2.5,1960,7133,2.0,0,0.0,3,7,1960.0,0.0,2002,0.0,98056,47.65173219554463,-118.21333719355955,1960.0,6705
2014-09-29,2,4.0,2.5,1820,3134,2.0,0,0.0,3,7,1820.0,0.0,1999,0.0,98019,48.08092641525237,-119.12381454120556,1820.0,3751
2015-04-12,2,3.0,2.25,1960,17126,1.0,0,0.0,3,8,1400.0,560.0,1966,0.0,98055,47.61806276166672,-118.37806165363202,2060.0,11466
2014-11-11,4,5.0,3.5,3700,5400,2.0,0,0.0,3,9,2890.0,810.0,2011,0.0,98053,47.6455608137966,-118.0767689262667,3620.0,5460
2014-06-24,4,2.0,1.0,1270,5000,1.0,0,0.0,3,8,1090.0,180.0,1949,0.0,98117,48.245769989857386,-117.48271905923798,1640.0,5000
2014-10-01,3,2.0,1.0,1040,5120,1.0,0,0.0,3,7,1040.0,0.0,1901,0.0,98122,47.836473922509185,-118.68771124695515,1250.0,4000
2014-06-12,3,5.0,2.0,2060,6000,2.0,0,0.0,3,7,2060.0,0.0,1903,0.0,98105,47.36248471792453,-118.72626997037901,1770.0,5000
2014-09-16,4,4.0,2.75,2240,8937,1.0,0,0.0,4,8,1460.0,780.0,1976,0.0,98033,47.694580764104956,-118.51685097344296,2360.0,9038
2014-05-22,3,2.0,1.0,800,3330,1.0,0,0.0,3,7,800.0,0.0,1918,0.0,98107,47.906427301452894,-119.19291697407223,1300.0,4320
2015-04-02,4,2.0,1.5,2440,6900,2.0,0,0.0,3,7,1590.0,850.0,1910,0.0,98118,47.59112369654172,-118.07839900977473,1770.0,6900
2014-05-16,1,5.0,1.0,1460,6032,2.0,0,0.0,4,6,1460.0,0.0,1941,0.0,98168,47.620230754770276,-118.4048084741802,1060.0,10300
2014-07-08,4,2.0,2.5,2560,2500,2.0,0,0.0,5,8,1690.0,870.0,1901,0.0,98112,47.70769763679226,-118.52176258300459,1890.0,5000
2015-04-24,2,3.0,2.5,1714,3240,2.0,0,0.0,3,8,1714.0,0.0,2005,0.0,98055,47.51774158612602,-120.09674832165287,1714.0,3240
2014-07-30,5,5.0,3.5,7350,12231,2.0,0,4.0,3,11,4750.0,2600.0,2001,0.0,98065,47.390420562194144,-117.86114949570805,5380.0,12587
2014-05-27,2,3.0,1.0,1810,12375,2.0,0,0.0,3,7,1810.0,0.0,1970,0.0,98072,47.715061949566184,-120.00306576905041,1420.0,9357
2015-04-24,2,3.0,1.75,1380,9134,1.0,0,0.0,5,7,880.0,500.0,1981,0.0,98056,47.58605042531644,-117.21692082803513,1400.0,8190
2015-04-08,5,3.0,2.75,3070,10739,2.0,0,0.0,3,10,2440.0,630.0,1987,0.0,98004,47.34548884509386,-117.72799427454979,3490.0,11913
2015-03-25,3,2.0,1.0,800,4046,1.0,0,0.0,3,7,800.0,0.0,1940,0.0,98117,47.63626612104598,-118.62738063972851,1400.0,4046
2014-12-04,2,3.0,1.0,1330,9540,1.0,0,0.0,4,7,1330.0,0.0,1971,0.0,98077,47.30991569208015,-119.75560947089231,1250.0,10350
2014-06-03,1,3.0,1.0,1030,9120,1.0,0,0.0,3,7,1030.0,0.0,1961,0.0,98032,47.15643442761333,-117.2986137578323,1470.0,10220
2014-07-24,3,3.0,2.5,1740,4948,2.0,0,0.0,3,7,1740.0,0.0,2008,0.0,98053,47.8040545380162,-119.16735127753219,1290.0,3383
2014-08-29,3,3.0,1.0,1200,4000,1.5,0,0.0,4,6,1200.0,0.0,1923,0.0,98144,47.43729545544385,-119.81014400698456,1390.0,4000
2014-11-06,3,3.0,3.0,1490,2944,2.0,0,0.0,3,7,960.0,530.0,1993,0.0,98199,47.76913312891658,-117.41917206421397,1590.0,1600
2015-02-19,2,4.0,2.5,1890,5954,2.0,0,0.0,3,7,1890.0,0.0,2004,0.0,98092,47.172769779785526,-118.43604758792549,2030.0,5880
2014-09-05,4,5.0,2.25,3060,13630,2.0,0,0.0,3,10,3060.0,0.0,1989,0.0,98006,47.47746184449903,-117.71210088526944,3430.0,10700
